nombre_persona,cedula,edad,genero,numero_celular,gmail,vendedor,fecha_venta,valor_vehiculo,iva,valor_total
Ana López,18934327,74,M,3521245914,ana.lópez@gmail.com,SuperAutos,2022-02-21,84455811.47,16046604,100502415.47
Carlos Moreno,47469724,22,M,3457253458,carlos.moreno@gmail.com,Vehimotors,2021-01-10,83723907.7,15907542,99631449.7
Pedro Martínez,51740638,49,M,3977561401,pedro.martínez@gmail.com,Vehimotors,2023-08-09,88850146.57,16881527,105731673.57
Andrés Pérez,75327369,66,F,3841195713,andrés.pérez@gmail.com,SuperAutos,2022-07-15,102253286.2,19428124,121681410.2
Luis López,44206999,21,F,3654231613,luis.lópez@gmail.com,MotorCity,2020-07-21,49206530.94,9349240,58555770.94
Sofía Torres,8975903,70,M,3834194470,sofía.torres@gmail.com,MotorCity,2022-02-24,162874308.34,30946118,193820426.34
Carlos Martínez,34212718,33,F,3560856998,carlos.martínez@gmail.com,Vehimotors,2022-12-24,199610484.8,37925992,237536476.8
Luis Gómez,99170209,29,F,3416130849,luis.gómez@gmail.com,AutoCenter,2020-05-30,114752068.0,21802892,136554960.0
Pedro Ramírez,82051262,35,F,3845115949,pedro.ramírez@gmail.com,Vehimotors,2023-01-12,83246666.11,15816866,99063532.11
Sofía Hernández,7423089,74,M,3948970977,sofía.hernández@gmail.com,SuperAutos,2021-01-18,38526284.32,7319994,45846278.32
Pedro Rodríguez,73120273,43,F,3772854535,pedro.rodríguez@gmail.com,CarrosYA,2020-06-30,44667460.85,8486817,53154277.85
Luis Hernández,16982322,78,M,3632564970,luis.hernández@gmail.com,Vehimotors,2021-06-10,142228611.94,27023436,169252047.94
Andrés Rodríguez,35580951,19,F,3082757721,andrés.rodríguez@gmail.com,MotorCity,2022-12-04,79612770.81,15126426,94739196.81
Laura Hernández,70909833,64,M,3057849358,laura.hernández@gmail.com,MotorCity,2022-07-19,108087720.27,20536666,128624386.27
Ana López,33635778,66,F,3738680215,ana.lópez@gmail.com,AutoCenter,2023-03-28,184716019.8,35096043,219812062.8
Ana Pérez,63952841,71,M,3381386359,ana.pérez@gmail.com,SuperAutos,2020-01-24,40017110.04,7603250,47620360.04
Ana Hernández,56836856,36,F,3166418411,ana.hernández@gmail.com,SuperAutos,2024-01-22,104136546.71,19785943,123922489.71
Ana Torres,79838956,52,F,3732540968,ana.torres@gmail.com,Vehimotors,2023-11-20,123754698.37,23513392,147268090.37
Pedro Moreno,39322622,22,M,3043744673,pedro.moreno@gmail.com,CarrosYA,2020-06-28,186069284.83,35353164,221422448.83
Pedro Hernández,79054843,74,F,3926858994,pedro.hernández@gmail.com,SuperAutos,2021-05-04,98034603.35,18626574,116661177.35
Andrés Rodríguez,97903151,46,M,3481757774,andrés.rodríguez@gmail.com,Vehimotors,2023-05-11,111028145.77,21095347,132123492.77
Andrés López,54900970,28,F,3717415521,andrés.lópez@gmail.com,CarrosYA,2021-10-07,198472701.45,37709813,236182514.45
María Pérez,3475912,60,M,3859043047,maría.pérez@gmail.com,Vehimotors,2023-07-20,125383968.38,23822953,149206921.38
Camila Pérez,43188195,38,F,3325497932,camila.pérez@gmail.com,AutoCenter,2022-01-25,196525357.86,37339817,233865174.86
Camila Rodríguez,44242778,49,M,3847359882,camila.rodríguez@gmail.com,SuperAutos,2024-01-21,124165859.31,23591513,147757372.31
Ana Torres,48757287,32,M,3175133907,ana.torres@gmail.com,Vehimotors,2022-05-05,63510098.28,12066918,75577016.28
Laura Gómez,45041962,28,F,3484935032,laura.gómez@gmail.com,CarrosYA,2021-01-07,112835304.0,21438707,134274011.0
Juan López,10915767,54,M,3282365808,juan.lópez@gmail.com,Vehimotors,2024-08-17,107214739.93,20370800,127585539.93
Andrés García,7995295,78,F,3917184765,andrés.garcía@gmail.com,MotorCity,2023-12-12,52105138.66,9899976,62005114.66
Laura López,42127757,64,F,3721253174,laura.lópez@gmail.com,MotorCity,2021-11-09,126874035.36,24106066,150980101.36
Luis García,84066598,40,F,3229378339,luis.garcía@gmail.com,AutoCenter,2024-12-04,183424136.12,34850585,218274721.12
Ana Hernández,86503990,33,F,3319254628,ana.hernández@gmail.com,AutoCenter,2022-06-09,76934270.11,14617511,91551781.11
María Pérez,23068459,28,M,3117751790,maría.pérez@gmail.com,AutoCenter,2023-05-29,30963583.17,5883080,36846663.17
Luis Pérez,61464619,25,F,3793668178,luis.pérez@gmail.com,CarrosYA,2022-08-12,78112410.74,14841358,92953768.74
Pedro Pérez,94261891,20,M,3974863053,pedro.pérez@gmail.com,MotorCity,2020-04-15,181332786.96,34453229,215786015.96
Camila Martínez,53059856,38,M,3182259157,camila.martínez@gmail.com,MotorCity,2023-05-10,62341252.33,11844837,74186089.33
Camila Pérez,47796683,76,M,3036551497,camila.pérez@gmail.com,MotorCity,2021-12-22,195033507.32,37056366,232089873.32
Camila Martínez,68556288,30,F,3588149863,camila.martínez@gmail.com,CarrosYA,2024-05-08,151615135.46,28806875,180422010.46
María Ramírez,53429921,65,M,3718077972,maría.ramírez@gmail.com,CarrosYA,2024-04-01,139774944.28,26557239,166332183.28
Luis Martínez,28680061,48,M,3918907596,luis.martínez@gmail.com,AutoCenter,2024-09-01,190357875.41,36167996,226525871.41
Luis Rodríguez,82374297,61,F,3536901214,luis.rodríguez@gmail.com,Vehimotors,2020-11-06,156764749.55,29785302,186550051.55
Andrés López,20876620,69,F,3268180333,andrés.lópez@gmail.com,MotorCity,2022-02-19,184921582.77,35135100,220056682.77
Ana López,14709501,71,M,3921243290,ana.lópez@gmail.com,Vehimotors,2020-04-28,178374739.81,33891200,212265939.81
Andrés García,89944327,65,M,3120432680,andrés.garcía@gmail.com,AutoCenter,2023-08-30,96424773.14,18320706,114745479.14
Camila Rodríguez,54905295,52,F,3452174405,camila.rodríguez@gmail.com,CarrosYA,2022-04-27,111226347.43,21133006,132359353.43
Camila Pérez,79970293,55,M,3167862642,camila.pérez@gmail.com,SuperAutos,2020-10-06,119584085.29,22720976,142305061.29
Andrés Martínez,67272833,42,F,3421147386,andrés.martínez@gmail.com,SuperAutos,2023-05-23,199715225.3,37945892,237661117.3
Andrés Martínez,67637649,49,M,3477845141,andrés.martínez@gmail.com,SuperAutos,2022-12-12,157396435.27,29905322,187301757.27
Pedro Torres,87864186,65,F,3548286845,pedro.torres@gmail.com,CarrosYA,2024-11-11,32721549.23,6217094,38938643.23
Carlos López,15843931,39,F,3028090182,carlos.lópez@gmail.com,SuperAutos,2021-03-28,117738593.8,22370332,140108925.8
Luis Torres,70167248,50,F,3855664369,luis.torres@gmail.com,AutoCenter,2021-01-23,133652953.01,25394061,159047014.01
Ana Ramírez,68422915,28,M,3626469707,ana.ramírez@gmail.com,MotorCity,2023-01-16,142770050.9,27126309,169896359.9
Andrés Rodríguez,85384025,39,F,3115210148,andrés.rodríguez@gmail.com,CarrosYA,2024-12-06,49752901.88,9453051,59205952.88
Camila Gómez,28871319,49,M,3625677763,camila.gómez@gmail.com,SuperAutos,2023-12-03,119111371.48,22631160,141742531.48
Luis Pérez,12247196,55,F,3341585053,luis.pérez@gmail.com,SuperAutos,2020-09-05,193823109.82,36826390,230649499.82
María Moreno,86751863,40,F,3999768567,maría.moreno@gmail.com,CarrosYA,2020-10-01,95295961.22,18106232,113402193.22
Sofía Pérez,1516771,43,F,3572028638,sofía.pérez@gmail.com,MotorCity,2021-06-22,71626960.08,13609122,85236082.08
María Moreno,32544886,49,F,3714454866,maría.moreno@gmail.com,MotorCity,2023-05-30,132125602.45,25103864,157229466.45
Carlos Rodríguez,4657680,56,F,3184180790,carlos.rodríguez@gmail.com,MotorCity,2023-08-23,146511938.58,27837268,174349206.58
Luis Torres,87780200,45,F,3112702449,luis.torres@gmail.com,SuperAutos,2024-01-25,64973502.73,12344965,77318467.73
Andrés Torres,82736157,72,M,3111105675,andrés.torres@gmail.com,CarrosYA,2020-02-24,114074326.67,21674122,135748448.67
Camila Gómez,42178732,29,F,3340406341,camila.gómez@gmail.com,MotorCity,2020-06-15,177168671.69,33662047,210830718.69
Juan Moreno,61547408,23,M,3330431409,juan.moreno@gmail.com,MotorCity,2021-03-14,83185522.57,15805249,98990771.57
Pedro Ramírez,13393429,70,M,3617191220,pedro.ramírez@gmail.com,CarrosYA,2021-07-22,193399220.65,36745851,230145071.65
Andrés Pérez,9011964,44,F,3480643496,andrés.pérez@gmail.com,MotorCity,2023-07-10,180129767.53,34224655,214354422.53
Andrés Ramírez,59335709,52,F,3568631453,andrés.ramírez@gmail.com,Vehimotors,2021-04-25,121204289.08,23028814,144233103.08
Laura Martínez,23003157,62,M,3733383411,laura.martínez@gmail.com,MotorCity,2023-06-17,42940646.11,8158722,51099368.11
Juan Gómez,11277859,77,F,3221787336,juan.gómez@gmail.com,MotorCity,2022-11-25,77074479.23,14644151,91718630.23
Sofía García,59053732,32,M,3255664240,sofía.garcía@gmail.com,Vehimotors,2021-02-18,107953398.01,20511145,128464543.01
Pedro García,93425175,76,M,3711955664,pedro.garcía@gmail.com,AutoCenter,2020-08-22,73423913.52,13950543,87374456.52
Luis Gómez,55887328,80,M,3683886721,luis.gómez@gmail.com,SuperAutos,2024-10-21,175289205.24,33304948,208594153.24
Luis Gómez,52157671,38,M,3866819126,luis.gómez@gmail.com,Vehimotors,2023-10-19,150614619.06,28616777,179231396.06
Andrés López,48678821,32,M,3187357602,andrés.lópez@gmail.com,CarrosYA,2020-10-24,48096831.2,9138397,57235228.2
Laura Gómez,26005047,55,F,3546264135,laura.gómez@gmail.com,MotorCity,2022-06-03,36061025.12,6851594,42912619.12
Luis Gómez,76851162,38,F,3324431396,luis.gómez@gmail.com,AutoCenter,2020-06-19,116136951.76,22066020,138202971.76
Carlos Pérez,1153835,19,M,3472160200,carlos.pérez@gmail.com,CarrosYA,2020-02-15,62421262.7,11860039,74281301.7
Juan Pérez,54521998,40,F,3821375594,juan.pérez@gmail.com,MotorCity,2024-02-22,104562898.33,19866950,124429848.33
María López,4794068,47,M,3998778719,maría.lópez@gmail.com,AutoCenter,2023-05-09,37195153.55,7067079,44262232.55
Pedro Gómez,94962753,63,F,3726205237,pedro.gómez@gmail.com,SuperAutos,2022-11-13,86417588.43,16419341,102836929.43
Ana Gómez,93905315,45,M,3157975214,ana.gómez@gmail.com,MotorCity,2024-02-10,103251167.67,19617721,122868888.67
Luis Ramírez,78508002,80,F,3346076425,luis.ramírez@gmail.com,AutoCenter,2024-10-12,110029321.85,20905571,130934892.85
Juan Hernández,30205904,59,F,3071826101,juan.hernández@gmail.com,AutoCenter,2024-09-28,59699329.25,11342872,71042201.25
Andrés Moreno,98607920,59,M,3897348793,andrés.moreno@gmail.com,SuperAutos,2020-04-26,49289625.63,9365028,58654653.63
Pedro Pérez,80004969,35,M,3862878923,pedro.pérez@gmail.com,Vehimotors,2022-03-25,66708402.13,12674596,79382998.13
Pedro López,33234045,18,F,3457000140,pedro.lópez@gmail.com,MotorCity,2020-02-04,59491110.3,11303310,70794420.3
Camila Pérez,21623015,41,F,3325246534,camila.pérez@gmail.com,SuperAutos,2022-02-16,165274528.49,31402160,196676688.49
Pedro Ramírez,82674395,38,F,3958313303,pedro.ramírez@gmail.com,AutoCenter,2020-03-17,56701847.76,10773351,67475198.76
Pedro Rodríguez,88416954,67,F,3954707648,pedro.rodríguez@gmail.com,AutoCenter,2024-05-15,40523090.17,7699387,48222477.17
Sofía Gómez,23489242,25,M,3665897715,sofía.gómez@gmail.com,SuperAutos,2023-08-15,72932336.39,13857143,86789479.39
Ana Gómez,90163855,65,M,3696645463,ana.gómez@gmail.com,MotorCity,2020-11-12,33890035.22,6439106,40329141.22
María Rodríguez,34306751,33,M,3256931373,maría.rodríguez@gmail.com,SuperAutos,2020-02-12,51124112.23,9713581,60837693.23
Carlos Ramírez,13580275,32,F,3389687267,carlos.ramírez@gmail.com,MotorCity,2022-11-09,43054003.42,8180260,51234263.42
Juan Hernández,59210217,35,M,3973790562,juan.hernández@gmail.com,Vehimotors,2020-05-07,178536982.43,33922026,212459008.43
Pedro Gómez,42099672,38,F,3063988025,pedro.gómez@gmail.com,MotorCity,2024-10-14,36320228.5,6900843,43221071.5
María Torres,80066447,48,M,3359873254,maría.torres@gmail.com,SuperAutos,2024-04-09,148214847.07,28160820,176375667.07
Laura Rodríguez,12618817,35,M,3223607568,laura.rodríguez@gmail.com,MotorCity,2021-04-02,118147728.77,22448068,140595796.77
Carlos López,56313012,54,F,3628229516,carlos.lópez@gmail.com,MotorCity,2023-02-09,64664794.98,12286311,76951105.98
Ana Rodríguez,56401339,44,M,3258682483,ana.rodríguez@gmail.com,Vehimotors,2024-09-27,84445783.48,16044698,100490481.48
Carlos Martínez,9247901,56,F,3738256437,carlos.martínez@gmail.com,Vehimotors,2020-05-28,102076051.18,19394449,121470500.18
Sofía Hernández,86839941,49,F,3185761104,sofía.hernández@gmail.com,Vehimotors,2022-08-06,55145839.79,10477709,65623548.79
María López,59855456,67,M,3716755348,maría.lópez@gmail.com,Vehimotors,2020-12-19,199127177.81,37834163,236961340.81
Pedro Pérez,13884302,65,F,3176383329,pedro.pérez@gmail.com,MotorCity,2023-09-15,134617652.97,25577354,160195006.97
Juan Hernández,94259869,78,M,3674151352,juan.hernández@gmail.com,MotorCity,2021-09-04,190776026.27,36247444,227023470.27
Pedro Hernández,10809464,27,F,3022477962,pedro.hernández@gmail.com,AutoCenter,2024-08-31,120354011.27,22867262,143221273.27
Juan Rodríguez,60616707,78,M,3880361277,juan.rodríguez@gmail.com,AutoCenter,2021-06-17,115845006.84,22010551,137855557.84
Laura Moreno,12641672,48,F,3246043295,laura.moreno@gmail.com,AutoCenter,2022-10-10,81046828.53,15398897,96445725.53
Juan Hernández,87550090,29,M,3535539324,juan.hernández@gmail.com,SuperAutos,2020-04-21,174115424.71,33081930,207197354.71
María Martínez,74197087,26,M,3130603591,maría.martínez@gmail.com,SuperAutos,2020-01-27,175275630.2,33302369,208577999.2
Andrés Pérez,7635524,35,F,3943262238,andrés.pérez@gmail.com,SuperAutos,2021-07-07,165243853.49,31396332,196640185.49
María García,42826060,28,M,3258517109,maría.garcía@gmail.com,SuperAutos,2021-05-28,92743574.98,17621279,110364853.98
Sofía Martínez,45056280,26,M,3841232411,sofía.martínez@gmail.com,AutoCenter,2020-01-05,182636708.06,34700974,217337682.06
Sofía Martínez,63930583,58,F,3839588688,sofía.martínez@gmail.com,AutoCenter,2021-06-11,165348866.89,31416284,196765150.89
Sofía Gómez,12893616,47,F,3768382414,sofía.gómez@gmail.com,CarrosYA,2020-01-11,31257098.59,5938848,37195946.59
Andrés López,62104177,37,M,3925033628,andrés.lópez@gmail.com,Vehimotors,2020-06-26,155570123.88,29558323,185128446.88
Ana García,69841441,28,F,3139541068,ana.garcía@gmail.com,AutoCenter,2021-01-27,88964526.08,16903259,105867785.08
María Torres,77372958,73,F,3150137398,maría.torres@gmail.com,CarrosYA,2022-02-05,192532994.96,36581269,229114263.96
Laura Gómez,55419197,55,F,3355135986,laura.gómez@gmail.com,Vehimotors,2022-01-03,174282131.16,33113604,207395735.16
Juan Martínez,19222081,77,F,3616013511,juan.martínez@gmail.com,SuperAutos,2021-02-17,80846541.84,15360842,96207383.84
Andrés Martínez,4367642,28,F,3420197017,andrés.martínez@gmail.com,Vehimotors,2020-01-06,112485049.06,21372159,133857208.06
Andrés Hernández,94561505,32,F,3684850802,andrés.hernández@gmail.com,Vehimotors,2024-01-18,85454774.68,16236407,101691181.68
Carlos Moreno,76864220,74,M,3344891314,carlos.moreno@gmail.com,CarrosYA,2020-01-02,191333705.69,36353404,227687109.69
María Moreno,29322133,50,M,3290171347,maría.moreno@gmail.com,SuperAutos,2023-08-08,52677420.12,10008709,62686129.12
Carlos Pérez,41455240,78,M,3066476538,carlos.pérez@gmail.com,CarrosYA,2023-05-29,149242484.79,28356072,177598556.79
Sofía Torres,51941159,25,M,3285733533,sofía.torres@gmail.com,CarrosYA,2023-05-21,179579127.28,34120034,213699161.28
Carlos Ramírez,89076951,64,M,3065598932,carlos.ramírez@gmail.com,AutoCenter,2022-05-25,86288935.72,16394897,102683832.72
Carlos Rodríguez,92069822,59,M,3991370168,carlos.rodríguez@gmail.com,MotorCity,2020-03-23,117970087.4,22414316,140384403.4
Laura García,66957997,36,F,3132918570,laura.garcía@gmail.com,Vehimotors,2020-05-20,143808116.24,27323542,171131658.24
Carlos Pérez,91009916,76,F,3976255590,carlos.pérez@gmail.com,Vehimotors,2023-07-30,60961626.72,11582709,72544335.72
Ana Hernández,36779083,80,M,3078571436,ana.hernández@gmail.com,AutoCenter,2020-07-13,128676819.21,24448595,153125414.21
Pedro López,72423937,18,F,3166707057,pedro.lópez@gmail.com,SuperAutos,2022-04-20,150776777.65,28647587,179424364.65
Pedro López,50226077,54,F,3835985380,pedro.lópez@gmail.com,SuperAutos,2021-02-23,49568642.32,9418042,58986684.32
María García,44701658,75,F,3843593248,maría.garcía@gmail.com,SuperAutos,2021-01-31,181149109.55,34418330,215567439.55
Luis Rodríguez,49979820,42,M,3183154704,luis.rodríguez@gmail.com,AutoCenter,2024-05-31,151217074.43,28731244,179948318.43
María Ramírez,47041292,37,F,3059556608,maría.ramírez@gmail.com,MotorCity,2024-09-11,164345417.45,31225629,195571046.45
Pedro Martínez,31819821,27,M,3678665837,pedro.martínez@gmail.com,CarrosYA,2021-12-01,120373422.75,22870950,143244372.75
Andrés Ramírez,93423116,67,M,3776304265,andrés.ramírez@gmail.com,Vehimotors,2022-09-23,98794457.26,18770946,117565403.26
María Ramírez,88387432,64,M,3296004775,maría.ramírez@gmail.com,AutoCenter,2023-02-16,55919137.45,10624636,66543773.45
Ana Martínez,12495303,32,M,3845169246,ana.martínez@gmail.com,AutoCenter,2024-07-06,196703251.75,37373617,234076868.75
Camila Moreno,47284097,44,F,3042928132,camila.moreno@gmail.com,AutoCenter,2021-03-10,47503815.9,9025725,56529540.9
María Martínez,54865166,58,F,3896548697,maría.martínez@gmail.com,MotorCity,2023-04-09,178242819.53,33866135,212108954.53
Pedro Gómez,39650466,50,F,3849677156,pedro.gómez@gmail.com,MotorCity,2022-04-03,150706511.14,28634237,179340748.14
Sofía Hernández,42183312,77,F,3464340098,sofía.hernández@gmail.com,Vehimotors,2022-04-15,157305269.93,29888001,187193270.93
Juan Moreno,12775422,47,F,3167420769,juan.moreno@gmail.com,Vehimotors,2020-07-13,177895820.5,33800205,211696025.5
Sofía Torres,60369083,51,M,3792379857,sofía.torres@gmail.com,CarrosYA,2023-07-22,139283140.12,26463796,165746936.12
María García,71326153,54,F,3778065450,maría.garcía@gmail.com,SuperAutos,2020-12-08,35728067.84,6788332,42516399.84
Pedro Torres,86304380,79,F,3949583086,pedro.torres@gmail.com,AutoCenter,2022-06-28,143058078.66,27181034,170239112.66
María Gómez,87450968,77,M,3721057162,maría.gómez@gmail.com,AutoCenter,2020-09-17,103979174.13,19756043,123735217.13
Ana Moreno,62625188,32,F,3622111987,ana.moreno@gmail.com,Vehimotors,2021-05-12,112272389.72,21331754,133604143.72
Ana García,55123360,80,F,3425049102,ana.garcía@gmail.com,AutoCenter,2024-09-23,113979459.24,21656097,135635556.24
Juan Hernández,47784809,51,M,3713043501,juan.hernández@gmail.com,Vehimotors,2021-11-23,113189235.2,21505954,134695189.2
Juan Martínez,42281272,44,F,3467719318,juan.martínez@gmail.com,AutoCenter,2020-01-28,98498863.03,18714783,117213646.03
Juan García,82889154,75,F,3145279492,juan.garcía@gmail.com,CarrosYA,2023-03-10,162292227.13,30835523,193127750.13
Juan Gómez,47831127,42,M,3861803987,juan.gómez@gmail.com,CarrosYA,2020-04-05,30838539.2,5859322,36697861.2
Sofía Ramírez,41979004,78,M,3565684629,sofía.ramírez@gmail.com,Vehimotors,2023-01-03,124004546.07,23560863,147565409.07
Luis Ramírez,41712582,77,F,3523502731,luis.ramírez@gmail.com,Vehimotors,2023-07-21,194724708.98,36997694,231722402.98
Sofía Moreno,14490585,39,F,3250124174,sofía.moreno@gmail.com,AutoCenter,2022-01-10,177819175.42,33785643,211604818.42
Luis Pérez,83743311,22,M,3588115441,luis.pérez@gmail.com,MotorCity,2020-07-29,48820706.42,9275934,58096640.42
Ana López,89158476,44,F,3936231082,ana.lópez@gmail.com,AutoCenter,2020-04-29,176996226.25,33629282,210625508.25
María Martínez,82842666,60,M,3357572314,maría.martínez@gmail.com,MotorCity,2024-11-04,67639651.48,12851533,80491184.48
Pedro Hernández,22918081,66,F,3054755268,pedro.hernández@gmail.com,MotorCity,2024-11-06,190629393.99,36219584,226848977.99
